"lakeday","jday_cum","date","lake_id","jday","year","max.depth","pH","cond","o.cline","depth_w_o","depth_no_o","o_surf","o_mean","t.max","t.min","t.surf","t.cline","t.ocline","chl.surf","pc.surf","chl.tot","pc.tot","chl.oo","pc.oo","chl.mean","pc.mean","chl.int.unf","pc.int.unf","chl.int.30","pc.int.30","dpa.ncount","dpa.ninfect","dpa.nhealthy","dpa.lprev","dpa.lprev.se","dpa.nhealthymoms","dpa.nlmoms","dpa.healthy.eggs","dpa.l.eggs","dam.ncount","dam.ninfect","dam.nhealthy","dam.lprev","dam.lprev.se","dam.nhealthymoms","dam.nlmoms","dam.healthy.eggs","dam.l.eggs","dla.ncount","dla.ninfect","dla.nhealthy","dla.lprev","dla.lprev.se","dla.nhealthymoms","dla.nlmoms","dla.healthy.eggs","dla.l.eggs","sim.ncount","sim.ninfect","sim.nhealthy","sim.lprev","sim.lprev.se","sim.nhealthymoms","sim.nlmoms","sim.healthy.eggs","sim.l.eggs","dia.ncount","dia.ninfect","dia.nhealthy","dia.lprev","dia.lprev.se","cer.ncount","cer.ninfect","cer.nhealthy","cer.lprev","cer.lprev.se","bos.ncount","bos.ninfect","bos.nhealthy","bos.lprev","bos.lprev.se","light.0.5","light.1.0","light.1.5","light.2.0","light.mean","light.sd","light.cv","surf.correct","alo.dens","bos.dens","cal.dens","cer.dens","cha.dens","cyc.dens","dam.dens","dia.dens","dla.dens","dpa.dens","fairy.dens","hol.dens","mite.dens","ost.densr","sca.dens","sim.dens","invsimp","shannon"
"Parvo_516",516,"5/31/2022","Parvo",151,2022,2.519,7.0125,100.63125,NA,2.519,0,8.7825,5.49,27.3888888888889,20.5,27.1723263888889,1.01777777777778,NA,1.62492590397155,0.503366712707182,14.9948666271488,3.16952555248618,14.9948666271488,3.16952555248618,7.81224066390041,1.58396639042357,13.6594546532306,3.76864640883978,NA,NA,2,0,2,0,0,1,0,2,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,7,0,7,0,0,0,0,0,NA,NA,0,0,0,NA,NA,1.14978661349643,1.99051523131182,2.05658583414416,NA,1.73229589298413,0.505548342551552,0.291837176661933,2.04668304668305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Picks_526",526,"6/10/2022","Picks",161,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,26,0,26,0,0,7,0,1.71428571428571,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sister 1_92",92,"4/2/2021","Sister 1",92,2021,3.426,6.28875,31.6,2.68424242424242,2.68424242424242,0.741757575757576,6.87,3.70375,14.9444444444444,11.4444444444444,14.5277777777778,1.01317171717172,12.2256931036274,0.195,0.497278911564626,0.583125,1.49402244897959,0.438995,1.05145578231293,0.258333333333333,0.678458049886622,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,1,0,1,0,0,0,0,NA,NA,1,0,1,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,8,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1937.30431208423,0,71.7520115586751,251.132040455363,0,0,215.256034676025,0,0,0,0,11587.949866726,0,0,1.43164328171875,0.59635846795988
"Sister 1_125",125,"5/5/2021","Sister 1",125,2021,3.103,6.5,40.6666666666667,1.88060606060606,1.88060606060606,1.22239393939394,6.92,2.99666666666667,20,13.0555555555556,19.5925925925926,1.0029898989899,15.1644264258067,1.01666666666667,0.404761904761905,0.55174,0.547700680272109,0.333395,0.414464625850341,0.527142857142857,0.261030126336249,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,226,3,223,0.0132743362831858,0.00761290482145103,59,3,2.35593220338983,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11839.0819071814,35.8760057793375,968.652156042113,753.396121366088,0,71.7520115586751,7569.83721944022,0,0,0,0,36163.0138255722,0,0,2.18680060820392,1.02295771899433
"Sister 1_132",132,"5/12/2021","Sister 1",132,2021,3.124,6.62444444444444,41.5555555555556,1.88060606060606,1.88060606060606,1.24339393939394,7.71833333333333,3.41833333333333,19.6666666666667,13.4444444444444,19.6481481481482,1.0029898989899,15.8847504636063,0.401666666666667,0.0212018140589572,0.588945,0.0367870748299323,0.351715,0.0171156462585036,0.284285714285714,0.021477162293489,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,404,5,399,0.0123762376237624,0.00550046495920409,175,5,4.45714285714286,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10296.4136586699,0,1363.28821961483,681.644109807413,0,179.380028896688,15247.3024562184,0,0,0,0,30243.4728719815,0,0,2.68043195454923,1.15631914232249
"Sister 1_139",139,"5/19/2021","Sister 1",139,2021,3.149,6.25125,43.4125,1.71763636363636,1.71763636363636,1.43136363636364,6.63,3.0575,20.3888888888889,13.6111111111111,19.4444444444444,1.01785858585859,15.7604370341013,0.28,0.290945273631841,1.191305,1.20371164179104,0.51551,0.565557014925373,0.447142857142857,0.453816631130064,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,156,1,155,0.00641025641025641,0.00638967768488664,75,1,3.62666666666667,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2.28451489004895,1.93171461611421,1.93477583892032,NA,2.05033511502783,0.202811410041385,0.0989162252330797,1.18402467403979,0,71.7520115586751,3802.85661260978,0,1542.66824851151,358.760057793375,71.7520115586751,143.50402311735,10547.5456991252,0,0,0,0,29203.0687043807,0,0,2.13269162902547,1.02271994770669
"Sister 1_146",146,"5/26/2021","Sister 1",146,2021,3.123,6.4,57.1611111111111,1.85939393939394,1.85939393939394,1.26360606060606,7.45666666666667,3.315,22.6666666666667,13.8888888888889,22.2407407407407,1.00848484848485,16.6931392800887,0.67,0.17592039800995,1.756895,0.731106567164179,0.94761,0.240999104477612,0.661428571428571,0.281279317697228,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,264,2,262,0.00757575757575758,0.00533653980537572,106,2,1.86792452830189,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2.21672163723602,1.88380313669578,NA,NA,2.0502623869659,0.235408929314463,0.114818927963086,0.790798006269811,0,0,2834.20445656766,107.628017338013,1686.17227162886,466.388075131388,0,107.628017338013,17005.226739406,0,0,0,0,36593.5258949243,0,0,2.10904732855832,0.963771529201677
"Sister 1_153",153,"6/2/2021","Sister 1",153,2021,3.136,6.365,57.6944444444444,2.27054545454545,2.27054545454545,0.865454545454546,6.52333333333333,3.32388888888889,22.0555555555556,14.2222222222222,21.0555555555556,1.00913131313131,16.4634697492555,0.373333333333333,0.0253731343283582,2.496505,1.35692985074627,1.46651,0.589443283582089,0.967142857142857,0.525586353944563,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,220,2,218,0.00909090909090909,0.00639895746580144,30,1,1.93333333333333,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71.7520115586751,7569.83721944022,0,1004.52816182145,609.892098248738,0,35.8760057793375,7749.21724833691,0,0,0,0,5991.29296514937,0,0,3.43058330003995,1.34457252077829
"Sister 1_174",174,"6/23/2021","Sister 1",174,2021,3.232,6.33894736842105,52.6789473684211,1.43644444444444,1.43644444444444,1.79555555555556,5.076,2.80736842105263,23.2777777777778,15.3888888888889,22.7777777777778,1.0120404040404,21.4547014186271,0.365,0.0395820895522388,3.77194,1.97898268656716,0.433315,0.0580943283582089,1.0975,0.563917910447761,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,202,1,201,0.00495049504950495,0.00493822614576146,71,1,2.14084507042254,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2.0368584373871,1.81825158110157,1.94728185996994,NA,1.93413062615287,0.109895202884128,0.0568189146059478,0.860445923154433,0,3372.34454325773,15857.1945544672,0,1614.42026007019,358.760057793375,0,287.0080462347,11408.5698378293,0,0,0,0,13345.8741499136,0,0,3.72624395319995,1.44896234718948
"Sister 1_194",194,"7/13/2021","Sister 1",194,2021,3.039,6.56944444444444,50.3555555555556,1.56142424242424,1.56142424242424,1.47757575757576,6.26,2.63722222222222,25.1111111111111,18.0555555555556,24.8425925925926,1.01033333333333,23.0236153009344,0.553333333333333,0.0405970149253731,3.32194,1.76526985074627,0.70721,0.0728716417910447,1.35285714285714,0.729296375266524,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,101,3,98,0.0297029702970297,0.0168924096413368,36,2,2.47222222222222,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,251.132040455363,17866.2508781101,35.8760057793375,1829.67629474621,2009.0563236429,0,0,12197.8419649748,0,0,0,0,3372.34454325773,0,0,2.89828330605694,1.27974742724969
"Sister 1_216",216,"8/4/2021","Sister 1",216,2021,2.255,6.33214285714286,37.7428571428571,1.38143434343434,1.38143434343434,0.873565656565656,4.25125,2.61214285714286,25.2222222222222,20.6111111111111,25.1805555555556,1.04173737373737,24.3912820393482,0.45,0.01625,1.475945,0.680474999999999,0.42625,0.00538,0.795833333333333,0.363333333333333,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,292,9,283,0.0308219178082192,0.010114401639078,61,9,2.09836065573771,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71.7520115586751,7641.58923099889,35.8760057793375,717.520115586751,1327.41221383549,35.8760057793375,71.7520115586751,7749.21724833691,0,0,0,0,1757.92428318754,0,0,3.0422639155969,1.32245776574366
"Sister 1_238",238,"8/26/2021","Sister 1",238,2021,2.853,6.45833333333333,58.6833333333333,1.36824242424242,1.36824242424242,1.48475757575758,4.87,2.37166666666667,26.6111111111111,20.2777777777778,26.2361111111111,1.02618181818182,25.0869953996797,0.25875,0,2.560215,2.40156,0.263,0,1.533125,1.636875,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,325,5,320,0.0153846153846154,0.00682707933815667,111,4,1.65765765765766,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,107.628017338013,6350.05302294274,35.8760057793375,179.380028896688,1757.92428318754,0,215.256034676025,5632.53290735599,35.8760057793375,0,0,0,2618.94842189164,0,0,3.49300721229225,1.42134302883813
"Sister 1_285",285,"10/12/2021","Sister 1",285,2021,3.081,6.635,40.7055555555556,2.24317171717172,2.24317171717172,0.837828282828283,4.79666666666667,2.58055555555556,21.7222222222222,19.7777777777778,21.4537037037037,NA,20.1558542781657,0.581666666666667,0.138333333333333,1.0385,0.40198,0.95735,0.31818,0.431428571428571,0.151428571428571,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,30,0,30,0,0,6,0,3.33333333333333,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4.0613369131231,2.74990265617014,2.13581242708116,1.93375318839457,2.72020129619224,0.959086004204788,0.352579055655669,1.29409599101757,0,0,9040.75345639306,35.8760057793375,430.51206935205,1040.40416760079,71.7520115586751,394.636063572713,2080.80833520158,71.7520115586751,0,0,0,1829.67629474621,0,0,2.47540519097813,1.28552066486026
"Sister 1_306",306,"11/2/2021","Sister 1",306,2021,2.867,7.255,26.23125,NA,2.867,0,4.75666666666667,4.484375,18.5555555555556,14.4444444444444,16.2962962962963,NA,NA,0.171666666666667,0.0383333333333333,0.57044,0.351565,0.57044,0.351565,0.184285714285714,0.108571428571429,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,83,0,83,0,0,18,0,1.88888888888889,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4.24364989138442,2.53007931637749,1.70551173290472,NA,2.82641364688888,1.29475745005093,0.458091989286888,1.42328414546223,0,0,16395.3346411572,0,430.51206935205,394.636063572713,0,179.380028896688,4197.49267618249,35.8760057793375,0,0,0,107.628017338013,0,0,1.64799540473348,0.757958397505395
"Sister 1_326",326,"11/22/2021","Sister 1",326,2021,2.957,6.81857142857143,23.5571428571429,NA,2.957,0,7.30666666666667,6.08714285714286,13.7777777777778,11.1111111111111,12.6111111111111,NA,NA,0.926666666666667,0.26,0.8054,0.44317,0.8054,0.44317,0.631666666666667,0.235,0.43,0.15,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,132,0,132,0,0,14,0,2.71428571428571,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2.90313933100631,3.18623577333307,2.9567601856071,2.49870216883765,2.88620936469603,0.286031300625275,0.0991027553731878,0.621146599208843,107.628017338013,0,19839.4311959737,0,717.520115586751,430.51206935205,71.7520115586751,71.7520115586751,4843.26078021057,0,0,0,0,35.8760057793375,0,35.8760057793375,1.6372332461483,0.761832233040212
"Sister 1_348",348,"12/14/2021","Sister 1",348,2021,3.11,7.09125,22.6625,NA,3.11,0,5.755,5.2675,11.2777777777778,9.16666666666667,11.1111111111111,NA,NA,0.95,0.23,1.68804,0.422605,1.68804,0.422605,0.671666666666667,0.165,0.38,0.37,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,99,0,99,0,0,10,0,3.5,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.50402311735,0,11874.9579129607,0,215.256034676025,179.380028896688,107.628017338013,107.628017338013,1722.0482774082,0,0,0,0,143.50402311735,0,0,1.45759805672644,0.698413949104285
"Sister 1_369",369,"1/5/2022","Sister 1",4,2022,3.13,6.89166666666667,22.2166666666667,NA,3.13,0,5.96125,4.39444444444444,10.8333333333333,10.0555555555556,10.6805555555556,NA,NA,0.16,0.14125,0.3468,0.359145,0.3468,0.359145,0.150714285714286,0.151428571428571,0.185,0.295,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,84,0,84,0,0,31,0,2.67741935483871,NA,3,0,3,0,0,1,0,4,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2.95372514162709,2.83736688095021,2.46498887544077,2.30004539183218,2.63903157246256,0.30744724648379,0.116500025877637,0.768157149718273,35.8760057793375,753.396121366088,7498.08520788154,107.628017338013,107.628017338013,0,71.7520115586751,322.884052014038,3157.0885085817,0,0,0,0,0,0,0,2.17233019049452,1.05008005254357
"Sister 1_391",391,"1/27/2022","Sister 1",26,2022,3.131,7.97444444444444,18.0388888888889,NA,3.131,0,9.18666666666667,8.77944444444444,8.55555555555556,6.61111111111111,8,NA,NA,0.0983333333333333,0.0466666666666667,0.324895,0.248085,0.324895,0.248085,0.12,0.0892857142857143,0.19,0.155,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,221,0,221,0,0,63,0,4.74603174603175,NA,1,0,1,0,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0,0,0,0,0,NA,NA,2.27343411235371,1.93839703335005,1.73173377705589,1.56038642601306,1.87598783719318,0.306741983871843,0.163509580281067,0.566129806516949,35.8760057793375,35.8760057793375,3623.47658371309,71.7520115586751,322.884052014038,0,35.8760057793375,179.380028896688,5668.40891313533,35.8760057793375,0,0,0,0,0,0,2.20644009183934,0.990683919739855
"Sister 1_413",413,"2/18/2022","Sister 1",48,2022,3.107,7.150625,19.26875,NA,3.107,0,9.5025,8.839375,14,8.33333333333333,13.5416666666667,1.00428282828283,NA,0.1175,0.0675,0.44577,0.227825,0.44577,0.227825,0.185833333333333,0.0808333333333333,0.215,0.265,NA,NA,1,0,1,0,0,0,0,NA,NA,10,0,10,0,0,6,0,1.5,NA,163,1,162,0.00613496932515337,0.00611612144858331,27,1,5.25925925925926,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1.7590503009658,1.54011265881167,1.44255608176087,1.4421288724349,1.54596197849331,0.149348519809264,0.0966055581488611,0.750631350208492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sister 1_431",431,"3/7/2022","Sister 1",66,2022,2.991,7.04055555555556,22.7277777777778,NA,2.991,0,7.8725,6.13277777777778,16.7777777777778,10.2222222222222,15.9791666666667,1.01725252525253,NA,0.105,0.00125,0.32609,0.07357,0.32609,0.07357,0.118571428571429,0.0207142857142857,0.15,0.04,NA,NA,0,0,0,NA,NA,0,0,NA,NA,3,0,3,0,0,1,0,1,NA,298,1,297,0.00335570469798658,0.00335006958956394,58,1,3.60344827586207,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1.02676874891797,1.2928048885229,1.15200140756849,1.1784971682441,1.16251805331336,0.10919167401782,0.0939268630767549,0.809774726225167,0,287.0080462347,9830.02558353848,0,143.50402311735,1148.0321849388,287.0080462347,143.50402311735,10547.5456991252,0,0,0,0,143.50402311735,0,0,2.42381631348641,1.07762357862656
"Sister 1_452",452,"3/28/2022","Sister 1",87,2022,3.116,7.26611111111111,22.7277777777778,NA,3.116,0,8.03833333333333,6.18944444444444,14,11.3333333333333,13.9444444444444,1.41545454545455,NA,0.191666666666667,0.0166666666666667,0.6206,0.08043,0.6206,0.08043,0.227857142857143,0.0242857142857143,0.215,0.125,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,380,0,380,0,0,51,0,2.62745098039216,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1.63166412407872,1.36873318147051,1.30830132028191,1.28474987922456,1.39836212626392,0.15950589122392,0.114066226643366,0.875409069658719,0,0,3802.85661260978,251.132040455363,0,430.51206935205,0,0,3192.96451436104,0,0,0,0,0,0,0,2.36671834625323,0.988782793824593
"Sister 1_476",476,"4/21/2022","Sister 1",111,2022,3.249,7.40833333333333,25.5388888888889,NA,3.249,0,7.42,5.01777777777778,15.9444444444444,12.4444444444444,15.8240740740741,1.117,NA,0.346666666666667,0.03,0.641635,0.050225,0.641635,0.050225,0.291428571428571,0.0185714285714286,0.255,0.085,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,313,6,307,0.0191693290734824,0.00775047476570215,93,6,1.41935483870968,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2.06306614948049,1.73840618687456,1.60442282056836,1.96417874396319,1.84251847522165,0.208942900462378,0.113400708471725,1.02859690465575,0,0,33005.9253169905,0,358.760057793375,5381.40086690063,0,538.140086690063,16861.7227162886,0,0,0,0,1076.28017338013,0,0,2.33177516555533,1.050596242933
"Sister 1_496",496,"5/11/2022","Sister 1",131,2022,3.097,6.81166666666667,40.2277777777778,2.26666666666667,2.26666666666667,0.830333333333334,6.39833333333333,3.31222222222222,19.3888888888889,13.7222222222222,19.0277777777778,1.088,15.4155792584659,1.51995653032997,0.346339779005525,2.12882928275044,1.09907700276243,1.72036573799644,0.776523135359116,0.949402997713608,0.402525651144436,0.393005334914049,1.51450276243094,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,302,0,302,0,0,103,0,1.13592233009709,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sister 1_519",519,"6/3/2022","Sister 1",154,2022,2.995,7.91611111111111,44.1944444444444,2.63348484848485,2.63348484848485,0.361515151515151,5.73375,3.19222222222222,24.4927777777778,15.6533333333333,23.7872222222222,1.01287878787879,16.7223623666108,0.952282157676348,0.0880524861878454,5.5683112033195,1.5731398480663,5.5683112033195,1.5731398480663,1.759886527225,0.588693764798737,2.70065204505039,0.82573664825046,NA,NA,3,0,3,0,0,3,0,NA,NA,3,0,3,0,0,1,0,1,NA,110,0,110,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0,0,5,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,51.251436827625,102.50287365525,3843.85776207188,717.520115586751,1486.29166800113,2357.56609407075,256.257184138125,51.251436827625,6765.18966124651,205.0057473105,0,0,0,615.0172419315,0,0,3.90410336073959,1.64910917927206
"Sister 1_538",538,"6/22/2022","Sister 1",173,2022,3.018,7.095,57.5625,2.53024242424242,2.53024242424242,0.487757575757576,4.65333333333333,2.7125,24.2488888888889,16.1438888888889,24.2416666666667,1.006,18.3001734738695,0.893499308437068,0.313075506445672,1.67321517486663,0.621063535911603,1.51595761707173,0.521693370165746,0.713791740762695,0.262200736648251,0.849832049002173,0.395257826887661,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,250,0,250,0,0,46,0,1.04347826086957,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0,0,0,0,0,NA,NA,2.5238425003752,2.09139429563634,2.04932855317274,1.77597192302315,2.11013431805186,0.309228877400585,0.146544641616025,0.717793495007825,0,0,1865.55230052555,0,107.628017338013,358.760057793375,0,71.7520115586751,2941.83247390568,0,0,0,0,0,0,0,2.32690493658946,1.01721639532665
"Sister 1_559",559,"7/13/2022","Sister 1",194,2022,3.059,7.18888888888889,76.7111111111111,1.8230404040404,1.8230404040404,1.2359595959596,6.57,2.97444444444444,26.0677777777778,17.3455555555556,25.695,1.01966666666667,22.8690925744276,1.38333333333333,0.25,4.17887,1.5841,2.047305,0.333885,1.2575,0.57125,2.512,0.822,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,152,0,152,0,0,21,0,1.61904761904762,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4448.62471663785,0,287.0080462347,2044.93232942224,0,0,3049.46049124369,0,0,0,0,71.7520115586751,0,0,2.93911567250559,1.18863983883255
"Sister 1_582",582,"8/5/2022","Sister 1",217,2022,2.795,10.0925,90.5,2.28681818181818,2.28681818181818,0.508181818181818,4.86,3.64875,27.0055555555556,19.255,26.6735185185185,1.01636363636364,21.8139675252707,0.473333333333333,0,8.10114,2.38305,3.11434,0.77625,3.525,1.03,5.688,1.84,4.406,1.504,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,22,0,22,0,0,7,0,3.14285714285714,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2583.0724161123,0,789.272127145426,2690.70043345031,0,0,717.520115586751,0,0,0,0,0,0,0,3.05490464380399,1.22580914504788
"Sister 1_616",616,"9/8/2022","Sister 1",251,2022,2.469,8.98625,58.2125,2.14478787878788,2.14478787878788,0.324212121212121,4.3325,3.1775,24.7855555555556,22.3744444444444,24.7143055555556,1.62106060606061,23.2823584846064,0.3975,0.1225,7.97479499999999,2.407845,1.123995,0.356345,9.15714285714286,2.74714285714286,1.65,0.652,2.128,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89060246478941,1.62173847889941,1.52914845275964,1.45488496728689,1.62409359093384,0.190331871543603,0.117192674489999,0.9466481264637,0,3348.4272060715,9806.10824635226,717.520115586751,1195.86685931125,11360.7351634569,0,119.586685931125,9806.10824635226,0,0,0,0,239.17337186225,0,0,4.00188050260706,1.52914989777051
"Sister 1_644",644,"10/6/2022","Sister 1",279,2022,2.445,8.9525,30.1375,NA,2.445,0,4.19,3.9,17.4388888888889,17.0711111111111,17.3455555555556,6.46281818181818,NA,0.18,0.15,0.22764,0.29948,0.22764,0.29948,0.13,0.156666666666667,0.028,0.252,0.076,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22247867216187,2.70271765028983,2.18204367272225,2.05259157961454,2.53995789369712,0.534775300190256,0.210544947031325,0.768446085487202,0,0,2905.95646812634,0,609.892098248738,1219.78419649748,0,0,1506.79224273218,0,0,0,0,0,0,0,3.09887410440123,1.24895353771831
"Sister 1_679",679,"11/10/2022","Sister 1",314,2022,2.472,7.05875,40.15,1.90430303030303,1.90430303030303,0.56769696969697,3.135,2.07125,16.5038888888889,15.0166666666667,16.3834722222222,1.4160202020202,15.3211122435115,0.1825,0.285,0.26596,0.51288,0.210185,0.394055,0.16,0.271666666666667,0.148333333333333,0.25,0.128,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63344077791717,4.0268149115233,3.28995172706015,2.73415828649204,3.42109142574817,0.54804742707374,0.160196662079525,0.799447057852604,0,179.380028896688,39822.3664150647,0,1255.66020227681,5740.160924694,0,179.380028896688,21884.3635253959,0,0,0,0,1435.0402311735,0,0,2.36496853323533,1.07174723505826
